report_period,filing_date,filing_type,accession_number,net_premiums_written,net_premiums_earned,combined_ratio,avg_diluted_equivalent_shares,investment_income,total_net_realized_gains,service_revenues,fees_and_other_revenues,total_revenues,losses_lae,policy_acquisition_costs,other_underwriting_expenses,interest_expense,total_expenses,income_before_income_taxes,provision_for_income_taxes,net_income,total_comprehensive_income,eps_basic,eps_diluted,comprehensive_eps_diluted,avg_shares_basic,avg_shares_diluted,loss_lae_ratio,expense_ratio,pif_agency_auto,pif_direct_auto,pif_special_lines,pif_property,pif_total_personal_lines,pif_commercial_lines,pif_total,npw_agency,npw_direct,npw_property,npw_commercial,npe_agency,npe_direct,npe_property,npe_commercial,total_investments,total_assets,loss_lae_reserves,unearned_premiums,debt,total_liabilities,shareholders_equity,common_shares_outstanding,shares_repurchased,avg_cost_per_share,book_value_per_share,roe_net_income_trailing_12m,roe_comprehensive_trailing_12m,debt_to_total_capital,fixed_income_duration,fte_return_fixed_income,fte_return_common_stocks,fte_return_total_portfolio,investment_book_yield,net_unrealized_gains_fixed,weighted_avg_credit_quality
2024-08,2024-09-13,monthly_results,0000080661-24-000039,6507.1,5967.9,85.5,587.6,249.4,104.0,40.3,90.1,6451.7,3864.7,453.6,874.9,23.3,5264.0,1187.7,252.4,935.3,1364.1,1.6,1.59,2.32,585.7,587.6,64.5,21.0,9278.2,13131.7,6445.7,3429.7,28855.6,1126.3,29981.9,2368.9,3027.3,274.4,836.4,2159.8,2664.0,254.5,889.6,76999.5,102423.2,36986.3,24489.1,6891.5,76234.8,26188.4,585.8,0.002116,214.24,44.71,37.9,48.1,20.8,3.3,1.1,2.3,1.2,4.0,-660.0,AA-
2024-09,2024-10-15,quarterly_earnings,0000080661-24-000042,6570.0,6262.7,93.4,587.7,246.7,121.2,38.7,96.1,6765.4,4548.8,476.2,921.6,23.3,6013.4,752.0,167.4,584.6,959.8,1.0,0.99,1.63,585.7,587.7,72.4,21.0,9415.6,13387.9,6475.0,3459.6,29278.5,1130.5,30409.0,2392.3,3116.0,248.1,813.6,2273.6,2815.2,246.8,927.0,79399.7,105202.5,38061.5,24772.5,6891.8,78043.2,27159.3,585.8,7.7e-05,252.96,46.36,37.5,50.9,20.2,3.3,1.0,1.9,1.0,3.9,-185.1,AA-
2024-10,2024-11-15,monthly_results,0000080661-24-000047,6577.8,6387.0,94.1,587.7,258.8,-88.0,36.3,103.0,6697.1,4717.7,483.5,909.0,23.3,6175.4,521.7,113.5,408.2,-603.6,0.7,0.69,-1.03,585.7,587.7,73.6,20.5,9580.9,13653.0,6504.4,3485.3,29738.3,1140.7,30879.0,2344.5,2908.5,259.8,1065.0,2305.2,2867.4,274.6,939.8,79175.6,105869.6,38723.1,25152.0,6892.2,79300.8,26568.8,585.8,0.000195,253.66,45.35,36.1,45.5,20.6,3.3,-1.4,-1.0,-1.4,4.0,-1465.6,AA-
2024-11,2024-12-13,monthly_results,0000080661-24-000049,5563.3,6040.4,85.6,587.7,262.4,175.7,34.8,92.2,6605.5,3938.8,458.8,868.0,23.2,5329.1,1276.4,270.6,1005.8,1205.2,1.72,1.71,2.05,585.7,587.7,64.9,20.7,9700.5,13863.6,6516.4,3515.1,30080.5,1143.6,31224.1,2101.2,2597.7,236.7,627.6,2191.1,2731.4,251.6,866.3,80302.0,106567.8,38667.4,24642.9,6892.5,78782.2,27785.6,585.8,5.1e-05,244.21,47.43,36.3,42.6,19.9,3.3,0.6,6.3,0.9,4.0,-1213.1,AA-
2024-12,2025-01-29,quarterly_earnings,0000080661-25-000002,5964.0,6717.0,84.1,587.7,269.0,-140.0,34.0,94.0,6974.0,4326.0,511.0,904.0,23.0,5804.0,1170.0,228.0,942.0,486.0,1.61,1.6,0.83,585.7,587.7,64.3,19.8,9778.0,13996.0,6520.0,3517.0,33811.0,1141.0,34952.0,2284.0,2831.0,222.0,626.0,2445.0,3063.0,256.0,952.0,80250.0,105745.0,39057.0,23858.0,6893.0,80154.0,25591.0,586.0,7.9e-05,266.98,43.67,35.5,36.4,21.2,3.3,-0.4,-3.0,-0.5,4.1,-1790.0,AA-
2025-01,2025-02-19,monthly_results,0000080661-25-000004,6481.0,6586.0,84.1,587.7,268.0,109.0,35.0,95.0,7093.0,4214.0,497.0,925.0,23.0,5697.0,1396.0,279.0,1117.0,1280.0,1.91,1.9,2.18,585.9,587.7,63.8,20.3,9882.0,14224.0,6540.0,3535.0,34181.0,1146.0,35327.0,2330.0,3187.0,195.0,769.0,2392.0,3008.0,266.0,920.0,80126.0,105434.0,39183.0,23723.0,6893.0,78613.0,26821.0,586.2,0.206449,242.29,45.75,36.6,37.6,20.4,3.3,0.6,3.1,0.7,4.1,-1584.0,AA-
2025-02,2025-03-19,monthly_results,0000080661-25-000015,6684.0,6036.0,82.6,587.6,259.0,-110.0,34.0,94.0,6313.0,3779.0,453.0,845.0,23.0,5140.0,1173.0,245.0,928.0,1600.0,1.58,1.58,2.72,586.1,587.6,62.4,20.2,9950.0,14395.0,6568.0,3556.0,34469.0,1151.0,35620.0,2429.0,3257.0,242.0,756.0,2185.0,2765.0,242.0,844.0,81918.0,107640.0,39116.0,24369.0,6894.0,79219.0,28421.0,586.2,0.013195,256.82,48.48,36.5,42.1,19.5,3.4,1.4,-1.9,1.2,3.9,-733.0,AA-
2025-03,2025-04-16,quarterly_earnings,0000080661-25-000020,9041.0,6787.0,90.9,587.7,287.0,-211.0,42.0,98.0,7003.0,4811.0,506.0,949.0,24.0,6336.0,667.0,145.0,522.0,586.0,0.89,0.89,1.0,586.1,587.7,70.8,20.1,10146.0,14771.0,6637.0,3576.0,35130.0,1162.0,36292.0,2714.0,3623.0,296.0,2408.0,2449.0,3135.0,268.0,935.0,83664.0,111409.0,39822.0,26612.0,6894.0,82455.0,28954.0,586.2,0.002243,276.25,49.39,34.2,39.3,19.2,3.4,0.5,-6.1,0.2,4.3,-652.0,AA-
2025-04,2025-05-21,monthly_results,0000080661-25-000030,6837.0,6641.0,84.9,587.7,281.0,-3.0,44.0,103.0,7066.0,4339.0,496.0,907.0,23.0,5813.0,1253.0,267.0,986.0,1351.0,1.68,1.68,2.3,586.1,587.7,65.1,19.8,10246.0,14938.0,6705.0,3590.0,35479.0,1174.0,36653.0,2546.0,3208.0,281.0,802.0,2390.0,3086.0,259.0,906.0,85270.0,112927.0,40081.0,26798.0,6894.0,82613.0,30314.0,586.2,0.009183,267.93,51.71,35.5,44.2,18.5,3.4,0.9,-0.6,0.9,4.1,-190.0,AA-
2025-05,2025-06-18,monthly_results,0000080661-25-000032,6634.0,6715.0,86.9,587.7,295.0,211.0,44.0,98.0,7363.0,4577.0,499.0,860.0,23.0,6010.0,1353.0,288.0,1065.0,675.0,1.82,1.81,1.15,586.1,587.7,68.0,18.9,10341.0,15089.0,6787.0,3601.0,35818.0,1184.0,37002.0,2480.0,3083.0,278.0,793.0,2409.0,3122.0,263.0,921.0,86557.0,113816.0,40572.0,26703.0,6895.0,82883.0,30933.0,586.2,0.021795,281.35,52.77,37.6,43.1,18.2,3.4,-0.2,6.4,0.0,4.2,-685.0,AA-
2025-06,2025-07-16,quarterly_earnings,0000080661-25-000038,6605.0,6954.0,86.6,588.0,295.0,179.0,45.0,102.0,7575.0,4689.0,516.0,922.0,23.0,6199.0,1376.0,252.0,1124.0,1578.0,1.92,1.91,2.68,586.4,588.0,67.2,19.4,10423.0,15245.0,6850.0,3608.0,36126.0,1189.0,37315.0,2455.0,3096.0,286.0,768.0,2503.0,3258.0,254.0,938.0,88610.0,115480.0,41154.0,26335.0,6895.0,82876.0,32604.0,586.2,0.014367,272.33,55.62,37.7,43.6,17.5,3.4,1.0,4.9,1.2,4.2,-110.0,AA-
2025-07,2025-08-20,monthly_results,0000080661-25-000056,7057.0,6986.0,85.3,588.2,304.0,79.0,45.0,104.0,7518.0,4518.0,522.0,1022.0,24.0,6136.0,1382.0,292.0,1090.0,793.0,1.86,1.85,1.35,586.4,588.2,64.5,20.8,10510.0,15392.0,6915.0,3622.0,36439.0,1194.0,37633.0,2554.0,3527.0,271.0,704.0,2513.0,3284.0,258.0,931.0,90356.0,117065.0,41415.0,26390.0,6895.0,83688.0,33377.0,586.4,0.149112,249.68,56.92,37.7,39.7,17.1,3.4,-0.1,2.3,0.0,4.2,-486.0,AA-
2025-08,2025-09-17,monthly_results,0000080661-25-000079,7199.0,7036.0,83.1,588.1,309.0,78.0,48.0,102.0,7573.0,4435.0,524.0,988.0,23.0,6024.0,1549.0,329.0,1220.0,1833.0,2.08,2.07,3.12,586.6,588.1,62.9,20.2,10575.0,15524.0,6955.0,3639.0,36693.0,1197.0,37890.0,2598.0,3536.0,288.0,777.0,2519.0,3306.0,270.0,941.0,92540.0,119409.0,41711.0,26537.0,6896.0,84244.0,35165.0,586.4,8.7e-05,243.31,59.97,37.8,40.4,16.4,3.4,1.2,2.0,1.3,4.2,289.0,AA-
2025-09,2025-10-15,quarterly_earnings,0000080661-25-000126,7128.0,6827.0,100.4,588.2,311.0,138.0,45.0,100.0,7421.0,4492.0,509.0,1005.0,23.0,7029.0,392.0,87.0,305.0,273.0,0.52,0.52,0.46,586.6,588.2,65.7,34.7,10630.0,15619.0,6980.0,3651.0,36880.0,1198.0,38078.0,2572.0,3537.0,265.0,753.0,2448.0,3229.0,262.0,888.0,94509.0,121535.0,42105.0,26822.0,6896.0,86090.0,35445.0,586.4,0.014587,242.04,60.45,35.9,37.1,16.3,3.4,0.3,3.6,0.4,4.2,249.0,AA-
2025-10,2025-11-19,monthly_results,0000080661-25-000134,7002.0,7078.0,89.7,588.1,318.0,57.0,42.0,100.0,7595.0,4853.0,529.0,994.0,23.0,6519.0,1076.0,230.0,846.0,918.0,1.44,1.44,1.56,586.5,588.1,68.5,21.2,10720.0,15802.0,6996.0,3660.0,37178.0,1201.0,38379.0,2549.0,3383.0,252.0,818.0,2543.0,3369.0,266.0,900.0,96265.0,123270.0,42554.0,26742.0,6897.0,86918.0,36352.0,586.3,0.11124,219.47,62.0,36.5,41.1,15.9,3.5,0.4,2.2,0.5,4.2,341.0,AA-
2025-11,2025-12-17,monthly_results,0000080661-25-000142,6193.0,6894.0,87.1,588.0,323.0,32.0,41.0,98.0,7388.0,4555.0,515.0,957.0,23.0,6172.0,1216.0,258.0,958.0,1196.0,1.63,1.63,2.03,586.4,588.0,66.0,21.1,10713.0,15856.0,6992.0,3657.0,37218.0,1196.0,38414.0,2262.0,3053.0,238.0,639.0,2472.0,3293.0,260.0,869.0,97391.0,124032.0,43001.0,26035.0,6897.0,86492.0,37540.0,586.2,0.108993,214.56,64.04,35.4,40.0,15.5,3.4,0.7,0.4,0.7,4.2,642.0,AA-
2025-12,2026-01-28,quarterly_earnings,0000080661-26-000071,6313.0,7121.0,87.1,588.0,333.0,168.0,39.0,102.0,7763.0,4697.0,530.0,955.0,23.0,6373.0,1390.0,243.0,1147.0,751.0,1.96,1.95,1.28,586.3,588.0,65.8,21.3,10787.0,15993.0,6998.0,3650.0,37428.0,1191.0,38619.0,2336.0,3141.0,210.0,626.0,2559.0,3425.0,248.0,888.0,97373.0,123039.0,43310.0,25219.0,6897.0,92716.0,30323.0,586.1,0.0491,227.55,51.74,35.3,40.1,18.5,3.4,0.0,0.0,0.0,4.3,148.0,AA-
2026-01,2026-02-18,monthly_results,0000080661-26-000075,6735.0,6921.0,84.4,587.7,311.0,103.0,40.0,99.0,7474.0,4401.0,512.0,1031.0,23.0,6010.0,1464.0,301.0,1163.0,1033.0,1.98,1.98,1.76,586.2,587.7,63.4,21.0,10855.0,16164.0,7012.0,3655.0,37686.0,1189.0,38875.0,2367.0,3453.0,191.0,723.0,2479.0,3337.0,260.0,845.0,91815.0,117288.0,43601.0,25030.0,6898.0,86097.0,31191.0,585.9,0.811063,205.6,53.24,35.1,38.9,18.1,3.4,0.2,1.5,0.3,4.2,-16.0,AA-
